disturbed?,coastal?,classification,population,ID,leaf_weight_g,leaf_area,lflength,SLA,avg_fruit_length,plant_height,# flowers,# fruits,reproductive_effort,E_cicutarium,E_brachycarpum,E. malacoides,E_botrys,E_moschatum,other_Erodium,Erodium_total,grass ,forb,shrub,total,soil_wet_weight,soil_dry_weight,soil_water_content,OM,ENR,P1,HCO3_P,PH,K,MG,CA,NA,BUFFER_PH,H,CEC,K_PCT,MG_PCT,CA_PCT,H_PCT,NA_PCT,S
undisturbed,coastal,roadside,Mantagua,Mt17,0.00141,25.313,,17952.48227,2.30,2.70,0,2,2,0.05,0.00,0.00,0.00,0.00,0.00,0.05,0.20,0.10,0.00,0.35,195,181,14,4.6,122.8,14.5,8.7,6.2,127.2,429.6,1735.0,193.6,6.7,1.8,15.2,2.1,23.3,57.0,12.0,5.5,8.9
undisturbed,coastal,roadside,Mantagua,Mt18,0.00366,53.765,,14689.89071,2.75,3.90,0,3,3,0.05,0.00,0.00,0.00,0.00,0.00,0.05,0.10,0.10,0.00,0.25,193,177,16,5.1,131.0,16.1,0.9,5.8,152.4,85.0,525.2,28.3,6.9,0.9,4.7,8.2,14.8,55.4,19.0,2.6,5.2
undisturbed,coastal,roadside,Mantagua,Mt19,0.00208,23.617,,11354.32692,2.75,4.10,3,10,13,0.10,0.00,0.00,0.00,0.00,0.00,0.10,0.40,0.20,0.00,0.70,192,169,23,,,,,,,,,,,,,,,,,,
undisturbed,coastal,roadside,Mantagua,Mt2,0.00222,57.271,,25797.74775,2.50,3.70,2,5,7,0.20,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.10,0.00,0.30,209,186,23,2.4,77.6,2.1,8.9,7.9,365.3,243.8,1865.0,41.0,,0.0,12.4,7.5,16.1,74.9,0.0,1.4,10.0
undisturbed,coastal,roadside,Mantagua,Mt20,0.00281,45.76,,16284.69751,1.70,2.70,0,2,2,0.10,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.20,0.00,0.40,184,169,15,6.9,168.6,22.2,8.4,6.0,100.7,252.2,891.9,41.0,6.8,1.2,8.2,3.1,25.3,54.4,15.0,2.2,9.2
undisturbed,coastal,roadside,Mantagua,Mt3,0.00504,88.597,,17578.76984,3.20,4.20,3,2,5,0.15,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.05,0.00,0.20,208,197,11,2.6,81.8,4.8,6.4,7.3,105.4,59.7,384.7,29.5,,0.0,2.8,9.6,17.5,68.4,0.0,4.6,5.6
undisturbed,coastal,roadside,Mantagua,Mt4,0.00049,10.645,,21724.4898,2.40,2.40,0,2,2,0.05,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.25,0.00,0.30,140,127,13,3.8,106.8,20.6,16.6,7.3,339.8,222.1,1168.0,90.3,,0.0,8.9,9.7,20.5,65.4,0.0,4.4,8.0
undisturbed,coastal,roadside,Mantagua,Mt5,0.00153,29.859,,19515.68627,3.00,2.90,0,1,1,0.10,0.00,0.00,0.00,0.05,0.05,0.15,0.00,0.15,0.00,0.30,179,169,10,7.6,182.6,6.9,10.3,7.2,385.5,176.5,1033.0,70.5,,0.0,7.9,12.5,18.4,65.3,0.0,3.9,7.7
disturbed,coastal,roadside,Mantagua,Mt6,0.00181,28.561,,15779.55801,2.50,3.20,1,2,3,0.15,0.00,0.00,0.00,0.05,0.05,0.20,0.00,0.25,0.00,0.45,154,140,14,7.5,180.4,14.3,10.0,6.4,382.2,188.7,929.5,57.6,6.9,0.7,8.2,12.0,19.0,56.9,9.0,3.1,10.6
undisturbed,coastal,roadside,Mantagua,Mt7,,21.293,,,2.90,2.80,1,2,3,0.15,0.00,0.00,0.00,0.15,0.15,0.30,0.00,0.30,0.00,0.60,172,157,15,4.2,113.6,16.4,2.0,6.3,353.0,248.2,1301.0,68.4,6.9,1.1,10.9,8.3,18.8,59.7,10.5,2.7,8.9
undisturbed,coastal,roadside,Mantagua,Mt8,0.00545,86.524,,15875.9633,3.30,2.80,1,2,3,0.10,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.05,0.00,0.15,278,257,21,,,,,,,,,,,,,,,,,,
disturbed,coastal,roadside,Mantagua,Mt9,0.00301,63.727,,21171.7608,3.20,2.80,3,1,4,0.15,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.05,0.00,0.20,229,222,7,,,,,,,,,,,,,,,,,,
undisturbed,coastal,agricultural,NeoHaus,NH1,0.01972,337.566,,17117.95132,4.03,20.50,11,7,18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,242,215,27,0.3,36.6,18.3,12.6,8.1,115.0,174.9,1550.0,82.0,,0.0,9.8,3.0,14.6,78.7,0.0,3.6,29.7
disturbed,coastal,agricultural,NeoHaus,NH10,0.00243,67,,27572.01646,3.30,15.20,6,8,14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,,,,,,,,,,,,,,,,,,,,,
disturbed,coastal,agricultural,NeoHaus,NH11,0.00109,47.642,,43708.25688,3.70,14.60,0,8,8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,,,,,,,,,,,,,,,,,,,,,
disturbed,coastal,agricultural,NeoHaus,NH12,0.00216,50.337,,23304.16667,3.92,17.50,7,11,18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,,,,,,,,,,,,,,,,,,,,,
disturbed,coastal,agricultural,NeoHaus,NH13,0.00436,95.596,,21925.68807,4.50,14.00,6,16,22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,,,,,,,,,,,,,,,,,,,,,
disturbed,coastal,agricultural,NeoHaus,NH14,0.00789,159.102,,20165.01901,4.37,19.50,44,35,79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,,,,,,,,,,,,,,,,,,,,,
disturbed,coastal,agricultural,NeoHaus,NH2,0.01959,331.22,,16907.60592,4.28,18.00,8,15,23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,161,136,25,0.7,43.8,50.7,28.0,7.9,181.1,197.0,1574.0,93.4,,0.0,10.3,4.5,15.7,75.9,0.0,3.9,46.9
disturbed,coastal,agricultural,NeoHaus,NH3,0.00192,47.332,,24652.08333,3.80,11.00,2,3,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,218,195,23,0.2,34.0,12.5,22.8,8.1,106.0,177.1,1680.0,99.3,,0.0,10.5,2.6,13.8,79.5,0.0,4.1,36.0
disturbed,coastal,agricultural,NeoHaus,NH4,0.02121,373.844,,17625.83687,4.33,16.80,7,18,25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,225,189,36,0.7,43.4,14.6,22.8,7.9,103.2,178.4,1506.0,75.0,,0.0,9.6,2.8,15.3,78.5,0.0,3.4,20.8
disturbed,coastal,agricultural,NeoHaus,NH5,,173.776,,,4.10,6.30,3,2,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,218,177,41,0.9,48.8,16.3,8.6,7.6,73.2,139.2,1171.0,69.5,,0.0,7.5,2.5,15.3,78.1,0.0,4.0,28.4
disturbed,coastal,agricultural,NeoHaus,NH6,0.00967,202.718,,20963.59876,3.80,9.20,5,7,12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,208,171,37,0.7,44.0,18.5,18.2,7.9,114.7,169.0,1413.0,72.0,,0.0,9.0,3.2,15.4,77.9,0.0,3.5,28.4
disturbed,coastal,agricultural,NeoHaus,NH7,0.00757,190.046,,25105.15192,3.75,7.40,3,2,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,124,97,27,1.3,56.4,24.4,16.1,7.7,139.4,160.5,1318.0,69.2,,0.0,8.6,4.2,15.4,76.9,0.0,3.5,35.0
disturbed,coastal,agricultural,NeoHaus,NH8,0.0069,127.443,,18470,4.20,6.10,4,2,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,209,191,18,0.3,35.4,12.3,12.4,8.1,114.3,177.8,1229.0,88.2,,0.0,8.3,3.5,17.7,74.1,0.0,4.6,21.3
undisturbed,coastal,agricultural,NeoHaus,NH9,0.00182,37.41,,20554.94505,3.80,,,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,150,135,15,0.3,35.4,12.2,10.0,8.0,82.4,166.8,1154.0,100.3,,0.0,7.8,2.7,17.6,74.0,0.0,5.6,30.5
undisturbed,inland,agricultural,Placerville IFG,Plac1,0.00143,36.2,15.0,25314.68531,3,8.6,1,1,2,0.20,0.00,0.00,0.00,0.00,0.00,0.20,0.10,0.10,0.00,0.40,,164.36,,7.9,187.0,6.6,22.8,4.8,270.0,91.4,1018.0,21.3,6.4,5.9,12.5,5.5,6.0,40.7,47.0,0.7,17.6
undisturbed,inland,agricultural,Placerville IFG,Plac10,0.00103,34.2,15.6,33203.8835,3.2,4.9,2,1,3,0.20,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.05,0.00,0.25,,117.27,,8.2,193.4,12.1,20.6,5.3,333.0,127.3,2586.0,30.7,6.4,6.7,21.6,3.9,4.8,59.6,31.0,0.6,18.1
undisturbed,inland,agricultural,Placerville IFG,Plac11,0.00216,72.8,19.3,33703.7037,2.6,6.4,3,2,5,0.20,0.00,0.00,0.00,0.00,0.00,0.20,0.20,0.00,0.00,0.40,,130.95,,13.4,298.8,10.4,8.7,5.1,485.8,125.9,1270.0,28.4,6.5,5.4,14.1,8.8,7.3,45.0,38.0,0.9,17.8
undisturbed,inland,agricultural,Placerville IFG,Plac12,0.00145,33.8,13.1,23310.34483,2.9,4.9,2,1,3,0.20,0.00,0.00,0.00,0.00,0.00,0.20,0.05,0.10,0.00,0.35,,144.8,,8.6,201.6,10.6,10.9,5.2,288.9,112.1,1389.0,18.7,6.5,4.6,13.2,5.6,7.0,52.3,34.5,0.6,10.7
undisturbed,inland,agricultural,Placerville IFG,Plac13,0.00245,57.6,23.7,23510.20408,3.65,6.8,3,2,5,0.10,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.20,0.00,0.40,,129.51,,13.6,301.8,10.0,8.1,5.6,262.1,117.9,2455.0,18.0,6.6,4.3,18.3,3.7,5.3,67.1,23.5,0.4,12.5
undisturbed,inland,agricultural,Placerville IFG,Plac14,0.00148,40.8,16.2,27567.56757,2.6,6.9,2,1,3,0.15,0.00,0.00,0.00,0.00,0.00,0.15,0.20,0.50,0.00,0.85,,145.38,,8.4,197.8,6.5,10.4,5.0,299.4,76.7,1090.0,18.3,6.5,4.8,11.7,6.5,5.4,46.4,41.0,0.7,7.8
undisturbed,inland,agricultural,Placerville IFG,Plac15,0.0012,30.9,11.8,25750,3.25,5.3,5,3,8,0.10,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.00,0.00,0.20,,147.63,,12.9,288.0,8.3,8.4,5.4,228.9,156.6,2179.0,18.0,6.5,5.1,17.9,3.3,7.2,60.6,28.5,0.4,12.4
disturbed,inland,agricultural,Placerville IFG,Plac2,0.0008,15.7,10.8,19625,,6.5,1,1,2,0.10,0.00,0.00,0.00,0.00,0.00,0.10,0.60,0.10,0.00,0.80,,141.55,,8.4,198.2,4.2,22.8,5.1,320.2,81.9,1007.0,21.5,6.6,4.1,10.7,7.7,6.3,47.1,38.0,0.9,8.8
disturbed,inland,agricultural,Placerville IFG,Plac3,0.00075,14.8,8.4,19733.33333,3.4,5.5,1,1,2,0.10,0.00,0.00,0.00,0.00,0.00,0.10,0.20,0.00,0.00,0.30,,156.85,,8.9,208.0,4.7,18.1,5.0,245.5,94.7,1147.0,20.7,6.5,5.0,12.2,5.1,6.4,46.8,41.0,0.7,18.9
disturbed,inland,agricultural,Placerville IFG,Plac4,0.0005,12.1,7.3,24200,3.1,4.6,1,1,2,0.10,0.00,0.00,0.00,0.00,0.00,0.10,0.50,0.00,0.00,0.60,,98.64,,14.8,325.2,10.7,16.1,5.3,312.2,169.0,1747.0,18.4,6.5,4.9,15.9,5.0,8.7,54.8,31.0,0.5,10.9
disturbed,inland,agricultural,Placerville IFG,Plac5,0.00156,44.6,17.8,28589.74359,3,7.9,5,2,7,0.20,0.00,0.00,0.00,0.00,0.00,0.20,0.10,0.00,0.00,0.30,,141.89,,12.5,279.4,4.3,20.3,5.6,342.1,128.9,2136.0,20.2,6.6,3.9,16.6,5.3,6.4,64.3,23.5,0.5,11.2
disturbed,inland,agricultural,Placerville IFG,Plac6,0.00428,117.7,23.9,27500,3.633333333,12.9,9,12,21,0.10,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.10,0.00,0.30,,165.17,,7.6,182.4,10.7,22.6,5.0,256.9,86.6,853.8,18.6,6.6,4.0,9.7,6.8,7.4,44.0,41.0,0.8,16.2
disturbed,inland,agricultural,Placerville IFG,Plac7,0.00192,52.4,17.8,27291.66667,2.266666667,9.6,4,3,7,0.10,0.00,0.00,0.00,0.00,0.00,0.10,0.20,0.20,0.00,0.50,,136.98,,8.6,202.0,4.9,12.5,5.2,315.4,105.1,1261.0,19.4,6.6,4.2,12.3,6.6,7.0,51.2,34.5,0.7,10.1
disturbed,inland,agricultural,Placerville IFG,Plac8,0.00138,43.1,19.4,31231.88406,,3.1,2,1,3,0.15,0.00,0.00,0.00,0.00,0.00,0.15,0.05,0.00,0.00,0.20,,128.93,,16.7,364.8,10.0,16.8,5.4,233.0,131.0,2502.0,20.7,6.5,5.7,19.9,3.0,5.4,62.7,28.5,0.5,13.5
disturbed,inland,agricultural,Placerville IFG,Plac9,0.00252,61.2,17.0,24285.71429,3,4,4,1,5,0.10,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.05,0.00,0.15,,119.58,,23.8,505.4,12.5,12.5,5.4,474.4,144.7,2399.0,23.8,6.4,5.8,20.2,6.0,5.9,59.1,28.5,0.5,15.5
disturbed,inland,roadside,Quail Ridge,QR RS1,0.00113,23.9,10.5,21150.44248,2.1,3.8,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.00,0.20,252.98,240.05,12.93,2.9,88.0,8.3,12.3,6.7,132.4,258.6,2618.0,16.6,,0.7,16.3,2.1,13.0,80.0,4.5,0.4,1.8
disturbed,inland,roadside,Quail Ridge,QR RS10,0.00254,72.5,25.3,28543.30709,2.6,5.9,0,1,1,0.10,0.00,0.00,0.00,0.00,0.00,0.10,0.25,0.25,0.00,0.60,205.7,192.08,13.62,7.0,169.2,10.3,20.4,6.5,105.6,262.8,3513.0,18.7,6.8,1.6,21.7,1.2,10.0,80.9,7.5,0.4,2.1
undisturbed,inland,roadside,Quail Ridge,QR RS11,0.00009,57.8,20.2,642222.2222,3.933333333,4.7,4,6,10,0.10,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.20,0.00,0.30,278.99,258.43,20.56,3.4,98.4,8.6,20.1,7.2,102.9,116.9,3729.0,11.1,,0.0,19.9,1.3,4.8,93.6,0.0,0.2,1.3
undisturbed,inland,roadside,Quail Ridge,QR RS12,0.00267,36.6,15.5,13707.86517,1.7,3.4,0,2,2,0.40,0.00,0.00,0.00,0.00,0.00,0.40,0.00,0.10,0.00,0.50,292.13,272.31,19.82,3.0,90.2,12.3,24.9,7.5,92.3,52.4,3036.0,10.0,,0.0,15.9,1.5,2.7,95.5,0.0,0.3,1.2
undisturbed,inland,roadside,Quail Ridge,QR RS13,0.00512,77.7,28.4,15175.78125,3.1,5.9,1,1,2,0.10,0.10,0.00,0.00,0.00,0.10,0.20,0.05,0.00,0.00,0.25,296.83,267.31,29.52,3.1,91.2,14.5,42.2,6.7,145.8,332.4,3575.0,10.0,,1.0,22.0,1.7,12.4,81.2,4.5,0.2,2.1
undisturbed,inland,roadside,Quail Ridge,QR RS14,0.00081,18.4,11.5,22716.04938,3.4,3.2,1,1,2,0.10,0.00,0.00,0.00,0.00,0.00,0.10,0.05,0.10,0.00,0.25,259.75,246.26,13.49,2.8,85.2,8.0,30.9,7.1,83.1,114.0,2778.0,10.0,,0.0,15.1,1.4,6.2,92.1,0.0,0.3,1.4
undisturbed,inland,roadside,Quail Ridge,QR RS15,0.0019,33.8,13.9,17789.47368,1.6,5.5,2,1,3,0.30,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.05,0.00,0.35,341.16,309.44,31.72,3.1,91.2,8.1,38.0,7.5,117.7,58.7,2882.0,10.8,,0.0,15.2,2.0,3.2,94.5,0.0,0.3,2.2
undisturbed,inland,roadside,Quail Ridge,QR RS2,0.00298,59.4,24.2,19932.88591,2.2,4.4,1,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.20,0.00,0.40,228.48,215.73,12.75,3.2,93.8,8.2,12.6,6.5,128.7,287.6,3170.0,10.0,6.8,1.5,20.1,1.6,11.8,78.9,7.5,0.2,1.4
undisturbed,inland,roadside,Quail Ridge,QR RS3,0.00287,51.7,21.6,18013.93728,1.3,3.9,0,1,1,0.15,0.00,0.00,0.00,0.00,0.00,0.15,0.05,0.00,0.00,0.20,296.6,277.45,19.15,3.3,96.4,14.0,12.0,6.7,126.6,269.7,2808.0,10.7,,0.8,17.4,1.9,12.8,80.6,4.5,0.3,2.2
undisturbed,inland,roadside,Quail Ridge,QR RS4,0.01121,191,39.3,17038.35861,3.9,6.1,8,9,17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.10,0.00,0.40,308.69,285.44,23.25,3.1,91.6,10.0,5.0,6.6,139.9,297.8,3542.0,11.2,,1.3,21.8,1.6,11.2,80.9,6.0,0.2,1.9
undisturbed,inland,roadside,Quail Ridge,QR RS5,0.00634,114,30.6,17981.07256,4.1,7,8,7,15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.00,0.20,272.23,255.94,16.29,2.9,88.0,10.0,6.0,6.7,124.5,299.5,3867.0,17.3,,1.0,23.2,1.4,10.6,83.2,4.5,0.3,1.7
undisturbed,inland,roadside,Quail Ridge,QR RS6,0.0038,65.9,20.8,17342.10526,2.65,6.8,5,2,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.30,0.00,0.40,249.54,236.41,13.13,3.0,90.6,15.0,9.0,6.8,154.7,282.7,3387.0,12.7,,0.6,20.3,2.0,11.5,83.3,3.0,0.3,1.5
disturbed,inland,roadside,Quail Ridge,QR RS7,0.00441,90.8,31.9,20589.56916,3.8,7.8,4,2,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.40,0.10,0.00,0.50,242.67,223.9,18.77,3.3,95.6,10.6,14.4,6.7,94.8,155.8,2545.0,10.0,,0.7,14.9,1.6,8.6,85.0,4.5,0.3,1.2
undisturbed,inland,roadside,Quail Ridge,QR RS8,0.00486,107,28.7,22016.46091,4.2,8.6,3,4,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.10,0.00,0.60,256.35,242.98,13.37,3.4,98.0,12.1,24.9,6.8,130.7,231.7,3155.0,10.0,,0.6,18.6,1.8,10.3,84.7,3.0,0.2,1.6
disturbed,inland,roadside,Quail Ridge,QR RS9,0.0031,57,20.4,18387.09677,3.25,4.8,1,2,3,0.05,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.30,0.00,0.35,263.37,247.38,15.99,7.0,169.0,6.6,28.9,6.8,116.6,230.1,3276.0,10.1,,0.6,19.2,1.6,9.9,85.3,3.0,0.2,1.0
undisturbed,inland,reserve - desert,Riverwood,RIVB 1,0.01833,236.4,47.3,12896.89034,3.5,3.1,17,4,21,0.00,0.05,0.00,0.00,0.00,0.05,0.05,0.00,0.00,0.00,0.05,256.56,247.7,8.86,1.3,55.2,4.6,8.7,6.3,16.6,91.9,450.1,10.7,7.0,0.4,3.5,1.2,21.9,65.0,10.5,1.3,2.4
undisturbed,inland,reserve - desert,Riverwood,RIVB 10,0.0485,700.5,89.1,14443.29897,4.066666667,15.4,54,20,74,0.00,0.20,0.00,0.00,0.00,0.20,0.20,0.00,0.00,0.00,0.20,279.98,272.62,7.36,,,,,,,,,,,,,,,,,,
undisturbed,inland,reserve - desert,Riverwood,RIVB 11,0.00702,74.7,25.4,10641.02564,3.5,3.2,5,4,9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.00,0.25,150,150.82,0,0.9,48.4,10.6,26.4,6.7,16.9,79.5,505.5,13.7,,0.2,3.4,1.3,19.0,73.5,4.5,1.7,2.2
undisturbed,inland,reserve - desert,Riverwood,RIVB 12,0.0061,82.5,28.6,13524.59016,3.5,3.3,3,3,6,0.20,0.00,0.00,0.00,0.00,0.00,0.20,0.05,0.00,0.00,0.25,296.8,283.13,13.67,,,,,,,,,,,,,,,,,,
undisturbed,inland,reserve - desert,Riverwood,RIVB 13,0.01145,146.2,31.8,12768.55895,3.55,3.7,12,6,18,0.00,0.00,0.00,0.75,0.00,0.75,0.75,0.00,0.00,0.00,0.75,203.3,201.5,1.8,1.1,51.0,12.0,26.4,6.6,25.3,82.6,505.3,16.2,,0.2,3.5,1.8,19.1,71.1,6.0,2.0,2.3
undisturbed,inland,reserve - desert,Riverwood,RIVB 14,0.0067,97.2,22.4,14507.46269,3.65,3.6,8,5,13,0.20,0.00,0.00,0.00,0.00,0.00,0.20,0.05,0.00,0.00,0.25,252.6,250.49,2.11,1.2,53.4,12.9,22.3,6.4,20.8,76.6,515.9,16.6,7.0,0.3,3.7,1.5,17.2,70.4,9.0,2.0,1.4
disturbed,inland,reserve - desert,Riverwood,RIVB 15,0.02084,278.6,55.3,13368.52207,3.55,8.8,28,5,33,0.00,0.00,0.00,0.10,0.00,0.10,0.10,0.00,0.50,0.00,0.60,244.62,226.39,18.23,2.1,72.6,10.3,28.0,5.9,7.8,115.9,830.4,20.3,6.9,1.1,6.3,0.3,15.2,66.1,17.0,1.4,3.8
disturbed,inland,reserve - desert,Riverwood,RIVB 16,0.00715,96.3,22.3,13468.53147,3.4,3.3,6,4,10,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.15,0.00,0.00,0.20,293.35,226.39,66.96,1.0,50.0,10.6,26.7,6.7,33.1,92.5,527.8,12.8,,0.2,3.7,2.3,20.6,71.2,4.5,1.5,1.9
disturbed,inland,reserve - desert,Riverwood,RIVB 17,0.02805,402.9,57.1,14363.63636,3.25,4.9,20,5,25,0.00,0.00,0.00,0.15,0.00,0.15,0.15,0.00,0.00,0.00,0.15,297.49,278.02,19.47,1.1,52.6,10.9,34.5,6.0,27.2,98.8,613.4,18.3,6.9,0.7,4.7,1.5,17.2,64.7,15.0,1.7,3.0
disturbed,inland,reserve - desert,Riverwood,RIVB 18,0.01908,206.3,42.4,10812.36897,3.65,6.1,23,5,28,0.00,0.00,0.00,0.40,0.00,0.40,0.40,0.15,0.00,0.00,0.55,269.35,256.37,12.98,1.2,53.6,12.8,18.2,5.7,33.3,124.7,585.5,10.1,6.9,1.1,5.2,1.6,19.9,56.6,21.0,0.8,2.7
disturbed,inland,reserve - desert,Riverwood,RIVB 19,0.0066,91.5,29.2,13863.63636,3.4,3.3,7,4,11,0.00,0.00,0.00,0.20,0.00,0.20,0.20,0.20,0.00,0.00,0.40,186.85,184.74,2.11,1.7,64.0,14.7,30.9,6.4,41.6,49.7,363.6,11.7,7.1,0.2,2.6,4.1,15.6,69.4,9.0,1.9,2.0
disturbed,inland,reserve - desert,Riverwood,RIVB 2,0.00278,40.6,14.7,14604.31655,2.9,2.3,0,2,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,262.86,251.66,11.2,1.2,53.6,12.0,14.8,6.0,22.4,94.9,616.6,11.5,7.0,0.7,4.7,1.2,16.7,66.0,15.0,1.1,3.3
disturbed,inland,reserve - desert,Riverwood,RIVB 20,0.00836,107,31.2,12799.04306,3.4,3.8,10,8,18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.05,0.15,245.69,244.23,1.46,0.8,46.8,12.7,12.2,7.6,37.6,25.2,483.3,21.5,,0.0,2.8,3.4,7.4,85.9,0.0,3.3,3.1
undisturbed,inland,reserve - desert,Riverwood,RIVB 3,0.00955,147.7,28.2,15465.96859,3.5,4.1,6,5,11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.05,350.97,341.04,9.93,,,,,,,,,,,,,,,,,,
undisturbed,inland,reserve - desert,Riverwood,RIVB 4,0.01797,,,,3.05,2.2,7,2,9,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.00,0.00,0.00,0.05,389.07,381.69,7.38,1.0,50.8,8.6,10.7,6.7,10.6,52.5,452.9,10.3,,0.1,2.9,0.9,14.9,78.1,4.5,1.6,1.3
disturbed,inland,reserve - desert,Riverwood,RIVB 5,0.01182,163.2,36.9,13807.1066,3.666666667,5.2,24,19,43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.10,0.00,0.11,255.67,253.46,2.21,0.6,41.4,16.0,16.6,7.0,14.8,48.3,515.8,13.8,,0.0,3.1,1.2,13.0,83.9,0.0,1.9,3.1
disturbed,inland,reserve - desert,Riverwood,RIVB 6,0.01484,213.3,52.9,14373.31536,3.3,3.5,6,5,11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,367.53,356.69,10.84,0.7,44.8,12.5,54.5,7.3,15.6,52.0,530.4,14.6,,0.0,3.2,1.3,13.4,83.3,0.0,2.0,3.0
undisturbed,inland,reserve - desert,Riverwood,RIVB 7,0.00916,142.9,28.2,15600.43668,3.5,3.6,6,3,9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.05,425.25,414.4,10.85,,,,,,,,,,,,,,,,,,
undisturbed,inland,reserve - desert,Riverwood,RIVB 8,0.02061,297.2,64.9,14420.18438,3.4,4.1,6,5,11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.05,386.71,370.52,16.19,0.9,47.4,12.4,28.0,7.1,7.8,74.2,529.8,14.7,,0.0,3.3,0.6,18.3,79.2,0.0,1.9,1.9
undisturbed,inland,reserve - desert,Riverwood,RIVB 9,0.02457,388.8,58.1,15824.17582,4.35,9,36,12,48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,368.64,348.74,19.9,,,,,,,,,,,,,,,,,,
disturbed,inland,roadside,Santiago,SCA1,0.0177,336.846,,19030.84746,3.00,14.80,26,31,57,0.15,0.00,0.00,0.00,0.00,0.00,0.15,0.55,0.30,0.00,1.00,249,231,18,3.3,95.2,52.3,38.0,7.0,244.0,286.0,2232.0,20.0,,0.0,14.2,4.4,16.6,78.4,0.0,0.6,4.0
disturbed,inland,roadside,Santiago,SCA10,,105.116,,,2.70,6.10,5,10,15,0.10,0.00,0.00,0.00,0.00,0.00,0.10,0.20,0.20,0.00,0.50,205,181,24,2.7,83.4,36.6,52.5,7.1,41.8,42.8,1866.0,12.1,,0.0,9.8,1.1,3.6,94.8,0.0,0.5,1.6
disturbed,inland,roadside,Santiago,SCA11,0.00868,144.629,,16662.32719,3.23,8.00,19,9,28,0.00,0.00,0.00,0.00,0.05,0.05,0.05,0.40,0.05,0.00,0.50,275,243,32,2.7,83.4,30.0,12.4,7.3,79.6,60.3,798.9,10.0,,0.0,4.7,4.3,10.5,84.3,0.0,0.9,2.3
disturbed,inland,roadside,Santiago,SCA12,0.02453,388.95,,15856.09458,3.98,54.00,55,68,123,0.20,0.00,0.00,0.00,0.00,0.00,0.20,0.65,0.15,0.00,1.00,214,188,26,,,,,,,,,,,,,,,,,,
